title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
® Social exclusion evokes different psychophysiological responses in individuals high on the psychopathy facets fearless dominance and self-centered impulsivity,"Seeger NA, Brackmann N, Lamm C, Hennig-Fast K, Pfabigan DM",Front. Psychiatry,2023,https://www.safetylit.org/week/2024/240204.pdf,240204,92,92,2025-09-18T00:41:44.802518
® The transgender phenomenon: needs for research,Mawson AR,J. Public Health Policy,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,93,93,2025-09-18T00:41:44.802518
® Acceptance of a web-based intervention in individuals who committed sexual offenses against children: cross-sectional study,"Schröder S, Buntrock C, Neumann L, Müller JL, Fromberger P",JMIR Form. Res.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,94,94,2025-09-18T00:41:44.802518
"® Stress and suicide risk among adolescents: the role of problematic internet use, gaming disorder and emotional regulation - Chamarro A, Díaz-Moreno A, Bonilla I, Cladellas R, Griffiths MD, Gómez-Romero MJ, Limonero JT. BMC Public Health 2024; 24(1): e326. Technology use, barriers, and future needs among community-dwelling older adults","Sullivan J, Kosuth E",J. Gerontol. Nurs.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,95,95,2025-09-18T00:41:44.802518
"® Epidemiology of scorpion stings in the West Bank, occupied Palestinian territory","Handal EN, Abu Serhan M, Qumsiyeh MB, Hani RB, Warrell DA, Amr ZS",East Mediterr. Health J.,2023,https://www.safetylit.org/week/2024/240204.pdf,240204,96,96,2025-09-18T00:41:44.802518
® Association between health-related physical fitness indicators and working ability: a systematic review,"Leso V, Scalfi L, Giordano A, Reppuccia L, Guarino D, Fedele M, Iavicoli I",J. Occup. Health,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,97,97,2025-09-18T00:41:44.802518
"® Effect of safety and security equipment on patient and visitor violence towards nurses in multiple public hospitals of China during the COVID-19 pandemic: a retrospective, difference- in-difference analysis","Hu Y, Huang J, Zhao D, Zhang C, Xia J, Lu XM",BMJ Open,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,98,98,2025-09-18T00:41:44.802518
® Occupational injuries in orthopedic and trauma surgeons in Austria,"Clar C, Koutp A, Leithner A, Leitner L, Puchwein P, Vielgut I, Sadoghi P",Arch. Orthop. Trauma Surg.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,99,99,2025-09-18T00:41:44.802518
® The impact of patients' hostile attribution bias on aggression in doctor-patient interactions,"Liu J, Zheng H, Lu L, Liu H, Xu X, He W",Heliyon,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,100,100,2025-09-18T00:41:44.803544
® Field temperature performances of in-use permeable sidewalks and asphalt vehicle roads and the potential impacts on apparent temperature and land surface temperature,"Chen CF, Lin YT, Lin JY",Environ. Monit. Assess.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,101,101,2025-09-18T00:41:44.803544
® A review of rattlesnake venoms,"Phan P, Deshwal A, McMahon TA, Slikas M, Andrews E, Becker B, Kumar TKS",Toxins (Basel),2023,https://www.safetylit.org/week/2024/240204.pdf,240204,102,102,2025-09-18T00:41:44.803544
® Epidemiology and clinical aspect of mushroom poisonings in South Sardinia: a 10-year retrospective analysis (2011-2021),"La Rosa L, Corrias S, Pintor I, Cosentino S",Food Sci. Nutr.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,103,103,2025-09-18T00:41:44.803544
® Poisoning among children visiting the paediatric emergency department in a tertiary care centre,"Devkota A, Adhikari S, B k RK",JNMA J. Nepal Med. Assoc.,2023,https://www.safetylit.org/week/2024/240204.pdf,240204,104,104,2025-09-18T00:41:44.803544
"® Association between witnessing domestic violence against the mother in childhood and intimate partner violence in adulthood: a population-based analysis of Peru - Bendezu-Quispe G, Fernandez-Guzman D, Caira-Chuquineyra B, Urrunaga-Pastor D, Cortez-Soto AG, Chavez- Malpartida SS, Rosales-Rimache J. Eur. J. Obstet. Gynecol. Reprod. Biol. X 2024; 21: e100275. Couples motivational interviewing with mobile breathalysers to reduce alcohol use in South Africa: a pilot randomised controlled trial of Masibambisane - Msimango L, Butterfield R, Starks TJ, Van Heerden A, Neilands TB, Hahn JA, Chibi B, Humphries H, Conroy AA. BMJ Open 2024; 14(1): e083390. Effect of hardware balance trainings on postural control, risk of falls and cognitive function on elderly people with chronic cerebral ischemia. (Randomized controlled trial) - Litvina LD, Konev SM, Koneva ES, Butko DU, Lyadov KV, Zhumanova EN, Gridin LA, Korchazhkina NB, Kotenko KV. Vopr. Kurortol. Fizioter. Lech. Fiz. Kult. 2023; 100(6): 31-39. Effectiveness of community-based programs on aggressive behavior among children and adolescents: a systematic review and meta-analysis","Jiang S, Chen Y, Wang L",Trauma Violence Abuse,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,105,105,2025-09-18T00:41:44.803544
® Preliminary investigation: pilot study of program directors' perceptions of wellness and suicide prevention for student registered nurse anesthetists,"Griffis CA, Bamgbose E, Van Pelt M, DeVon H, Wilhalme H, Choi K",AANA J.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,106,106,2025-09-18T00:41:44.803544
® Acute sport-related concussion management and return to sport time in high school athletes,"Bretzin AC, Zynda AJ, Pollard-McGrandy AM, Wiebe DJ, Covassin T",Am. J. Sports Med.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,107,107,2025-09-18T00:41:44.803544
® Evaluating machine learning-enabled and multimodal data-driven exercise prescriptions for mental health: a randomized controlled trial protocol,"Tan M, Xiao Y, Jing F, Xie Y, Lu S, Xiang M, Ren H",Front. Psychiatry,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,108,108,2025-09-18T00:41:44.803544
® Self-monitoring and public posting improve competitive youth cyclists' training performance,"Ayvazo S, Naveh ME",J. Appl. Behav. Anal.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,110,110,2025-09-18T00:41:44.803544
"® Research Methods, Surveillance and Codes, Models ""At the end of the day, someone done lost their child"": a mixed methods analysis of Black families' experiences of the sociopolitical climate","Osborne KR, Morton LRB, Anderson LA, O'Brien Caughy M",Fam. Process,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,111,111,2025-09-18T00:41:44.803544
® A scoping review of anti-bullying interventions: reducing traumatic effect of bullying among adolescents,"Hikmat R, Yosep I, Hernawaty T, Mardhiyah A",J. Multidiscip. Healthc.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,112,112,2025-09-18T00:41:44.803544
® An evaluation of completed and averted school shootings,"Winch AT, Alexander K, Bowers C, Straub F, Beidel DC",Front. Public Health,2023,https://www.safetylit.org/week/2024/240204.pdf,240204,113,113,2025-09-18T00:41:44.803544
"® BERT-based neural network for inpatient fall detection from electronic medical records: retrospective cohort study - Cheligeer C, Wu G, Lee S, Pan J, Southern DA, Martin EA, Sapiro N, Eastwood CA, Quan H, Xu Y. JMIR Med. Inform. 2024; 12: e48995. Bibliometric and visualized analysis of dynamic balance and brain function using Web of Science and CiteSpace from 1995 to 2022","Liu M, He J, Liu D, Hou M, Ma Y",Heliyon,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,114,114,2025-09-18T00:41:44.803544
® Children's active school transportation: an international scoping review of psychosocial factors,"Savolainen E, Lindqvist AK, Mikaelsson K, Nyberg L, Rutberg S",Syst. Rev.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,115,115,2025-09-18T00:41:44.803544
® Cranio-maxillofacial injuries in mixed martial arts,"Ferretti F, Iocca O, Gallesio C, Quaglia P, Ramieri G",J. Craniofac. Surg.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,116,116,2025-09-18T00:41:44.803544
"® Disaster-related deaths with alcohol-related diseases after the Fukushima Daiichi nuclear power plant accident: case series - Kitazawa K, Sawano T, Uchi Y, Kawashima M, Yoshimura H, Murakami M, Nonaka S, Saito H, Sakakibara M, Yagiuchi K, Otsuki M, Ozaki A, Yamamoto C, Zhao T, Uchiyama T, Oikawa T, Niwa S, Tsubokura M. Front. Public Health 2023; 11: e1292776. Disparities in the impact of heat wave definitions on emergency department visits during the first year of life among preterm and full-term infants in California","Teyton A, Ndovu A, Baer RJ, Bandoli G, Benmarhnia T",Environ. Res.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,117,117,2025-09-18T00:41:44.803544
"® Effects of combat sports on cognitive function in older people: a systematic review - Ramos-Espinoza F, Muñoz-Vasquez C, Hernandez-Martinez J, Lucero B, Herrera-Valenzuela T, Magnani Branco BH, Vásquez-Carrasco E, Cancino M, Valdés-Badilla P. J. Sports Med. Phys. Fitness 2024; ePub(ePub): ePub. Efficacy of mentalization-based therapy in treating self-harm: a systematic review and meta- analysis","Hajek Gross C, Oehlke SM, Prillinger K, Goreis A, Plener PL, Kothgassner OD",Suicide Life Threat. Behav.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,118,118,2025-09-18T00:41:44.803544
® Examination of the Sexual and Negative Dating Inventory (SANDI) among sexual and gender minorities: an analysis of psychometrics and outcomes,"Peterson R, Dvorak RD, De Leon AN, Klaver SJ, Burr EK, Maynard MH, Hayden ER",Psychiatry,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,119,119,2025-09-18T00:41:44.803544
® Fine-grained accident detection: database and algorithm,"Yu H, Zhang X, Wang Y, Huang Q, Yin B",IEEE Trans. Image Process.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,120,120,2025-09-18T00:41:44.803544
® Interventions for preventing and resolving bullying in nursing: a scoping review,"Luca CE, Sartorio A, Bonetti L, Bianchi M",Healthcare (Basel),2024,https://www.safetylit.org/week/2024/240204.pdf,240204,122,122,2025-09-18T00:41:44.804544
® Murine traumatic brain injury model comparison: closed head injury versus controlled cortical impact,"Baucom MR, Price AD, England L, Schuster RM, Pritts TA, Goodman MD",J. Surg. Res.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,123,123,2025-09-18T00:41:44.804544
® Posterior hypothalamic region deep brain stimulation for the treatment of aggression disorders in patients with intellectual disability: a systematic review,"Cojazzi V, Innocenti N, Castelli N, Levi V, Nazzi V, Lozano A, Rizzi M",Stereotact. Funct. Neurosurg.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,124,124,2025-09-18T00:41:44.804544
"® Prevalence, severity and risk factors of psychiatric disorders amongst sexual and gender diverse young people during the COVID-19 pandemic: a systematic review","O'Shea J, James R, Nicholls D, Downs J, Hudson LD",Clin. Child Psychol. Psychiatry,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,125,125,2025-09-18T00:41:44.804544
® Risk for severe intimate partner violence in Nairobi's informal settlements: tailoring the danger assessment to Kenya,"Wood SN, Perrin N, Akumu I, Asira B, Clough A, Glass N, Campbell J, Decker MR",Glob. Health Sci. Pract.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,126,126,2025-09-18T00:41:44.804544
® Suicidality emerging from rapid venlafaxine discontinuation: a challenge-dechallenge- rechallenge case report,"Kostić M, Ploderl M, Hengartner M, Buzejic J",J. Clin. Psychiatry,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,127,127,2025-09-18T00:41:44.804544
® The impact of perceived injustice on pain and psychological outcomes after traumatic injury: a longitudinal analysis,"Trost Z, Sturgeon J, Agtarap S, McMinn K, McShan E, Boals A, Arewasikporn A, Foreman M, Warren AM",Pain,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,128,128,2025-09-18T00:41:44.804544
® What are the predictors of post-traumatic stress disorder among road traffic accident survivors: a systematic review,"Sabahi Z, Hasani P, Salehi-Pourmehr H, Beheshti R, Sadeghi-Bazargani H",J. Nerv. Ment. Dis.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,130,130,2025-09-18T00:41:44.804544
"® ""Older people are weak"": perceptions and meanings of ageing and abuse against older people","Dias I, Fraga S",Front. Sociol.,2023,https://www.safetylit.org/week/2024/240204.pdf,240204,131,131,2025-09-18T00:41:44.804544
® Assaults and microaggressions against psychiatric residents: findings from a US survey,"Dawson D, Bell SB, Hollman N, Lemens T, Obiozor C, Safo D, Manning T",Acad. Psychiatry,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,134,134,2025-09-18T00:41:44.804544
® Attention-deficit/hyperactivity disorder is associated with more alcohol problems and less substance-free reinforcement: a behavioral economics daily diary study of college student drinkers,"Oddo LE, Joyner KJ, Murphy JG, Acuff SF, Marsh NP, Steinberg A, Chronis-Tuscano A",Psychol. Addict. Behav.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,135,135,2025-09-18T00:41:44.804544
® Clinical features and outcomes of orthopaedic injuries after the Kahramanmaraş earthquake: a retrospective study from a hospital located in the affected region,"Gök M, Melik MA",Scand. J. Trauma Resusc. Emerg. Med.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,137,137,2025-09-18T00:41:44.804544
"® Context of reception and school violence: exploring the nexus of immigration, race/ethnicity, place, and school crime","Peguero AA, Irizarry Y, Iwama JA, Dunning-Lozano JL, Hong JS, King S",Sociol. Race Ethn. (Thousand Oaks),2021,https://www.safetylit.org/week/2024/240204.pdf,240204,138,138,2025-09-18T00:41:44.804544
® Distinguishing between Iranian adolescents with posttraumatic stress disorder and high and low depressive symptoms: the role of cognitive and emotional variables,"Moradi A, Tahmasebi E, Parhoon H, Jobson L",Psychol. Trauma,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,140,140,2025-09-18T00:41:44.804544
® Effectiveness of parent-child interaction therapy for maltreated families: a meta-analysis of randomized controlled trials,"Zhang H, Wang W, Li Z",Trauma Violence Abuse,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,141,141,2025-09-18T00:41:44.804544
"® Estimating the ratio of fatal to non-fatal overdoses involving all drugs, all opioids, synthetic opioids, heroin or stimulants, USA, 2010-2020","Casillas SM, Pickens CM, Tanz LJ, Vivolo-Kantor AM",Inj. Prev.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,142,142,2025-09-18T00:41:44.804544
® Fall risk classification with posturographic parameters in community-dwelling older adults: a machine learning and explainable artificial intelligence approach,"Liang HW, Ameri R, Band S, Chen HS, Ho SY, Zaidan B, Chang KC, Chang A",J. Neuroengineering Rehabil.,2024,https://www.safetylit.org/week/2024/240204.pdf,240204,144,144,2025-09-18T00:41:44.804544
